scenario_id,method,dgp_effect,dgp_direction,true_effect,true_direction,baseline,baseline_effect,baseline_direction,baseline_source,baseline_available,canonical_status,L1,L2a,L2b,estimated,rel_error,L2b_plus,err_excerpt,model,model_slug,regex_estimated,regex_l2b_plus,judge_effect,judge_rationale,rel_error_judge,L2b_plus_judge,L2b_plus_v2,es_window_match,rel_error_v2
s21,IV,-0.15,negative,-0.208976,negative,canonical,-0.208976,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in `$<-.data.frame`(`*tmp*`, z_num, value = numeric(0)) : 
  replacement has 0 rows, data has 500
Calls: suppressMessages -> withCallingHandlers -> $<- -> $<-.data.frame
Execution halted",o3,o3,,0,,,,0,0,,
s21,IV,-0.15,negative,-0.208976,negative,canonical,-0.208976,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.209,0.0001,1,,Opus,claude-opus-4-6,-0.209,1,-0.2090,"The 2SLS IV coefficient on x (endogenous regressor for veteran status) is -0.209, shown in the '2SLS IV ESTIMATION' section and confirmed in the KEY RESULT summary.",0.00011484572391086176,1,1,,0.00011484572391086176
s21,IV,-0.15,negative,-0.208976,negative,canonical,-0.208976,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in vcovHC(first_stage_model, type = ""HC1"") : 
  could not find function ""vcovHC""
Calls: suppressMessages ... withCallingHandlers -> coeftest -> coeftest.default
Execution halted",Gemini,gemini-2.5-flash,,0,,,,0,0,,
s21,IV,-0.15,negative,-0.208976,negative,canonical,-0.208976,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.5762,3.7573,0,,GPT-5,gpt-5,0.5762,0,-0.2090,"The 2SLS treatment effect coefficient on x (the endogenous regressor for military service) is -0.209, reported in the '2SLS (y ~ x | low_z), with controls' section.",0.00011484572391086176,1,1,,0.00011484572391086176
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.148109,1.5141,0,,Kimi,moonshot-v1-128k,1.148109,0,1.1481,The IV estimate coefficient on the endogenous regressor x is directly printed in stdout as 'IV estimate: 1.148109',1.5141274856951408,0,0,,1.5141274856951408
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514,,0,,,,0,0,,
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.4566631,0.0,1,,GPT-4o,gpt-4o,0.4566631,1,0.4567,"The IV coefficient on x (the endogenous regressor for local employment shock) is explicitly printed in stdout as 0.4566631, which rounds to 0.4567.",8.102254835624793e-05,1,1,,8.102254835624793e-05
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in linearHypothesis(iv_mod, ""x = 0"", test = ""F"", vcov. = vcovHC(iv_mod,  : 
  could not find function ""linearHypothesis""
Calls: suppressMessages -> withCallingHandlers
Execution halted",o3,o3,,0,,,,0,0,,
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.8415,0.8427,0,,Opus,claude-opus-4-6,0.8415,0,0.4535,"The 2SLS IV treatment effect coefficient on x is 0.45354 from the main IV specification without controls, confirmed by the Wald estimator verification (0.4535).",0.006926332985155293,1,1,,0.006926332985155293
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.14811,1.5141,0,,Gemini,gemini-2.5-flash,1.14811,0,0.4567,"The IV coefficient on the endogenous regressor 'x' (treatment effect) from the 2SLS regression is 0.4567, explicitly reported in the IV Regression Results table and confirmed in the final summary line",8.102254835624793e-05,1,1,,8.102254835624793e-05
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.1481,1.5141,0,,GPT-5,gpt-5,1.1481,0,0.4567,"The 2SLS IV coefficient on x (the endogenous regressor instrumented by z) from the main specification is 0.4567, shown in the '2SLS (IV)' section.",8.102254835624793e-05,1,1,,8.102254835624793e-05
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: object 'saragan_test' not found
Execution halted",Kimi,moonshot-v1-128k,,0,,,,0,0,,
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514,,0,,,,0,0,,
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.07107621,0.6331,0,,GPT-4o,gpt-4o,0.07107621,0,0.0711,"The treatment effect is the coefficient on x (incarceration) from the IV regression, shown as 0.07107621 in the Estimate column.",0.6329678498420368,0,0,,0.6329678498420368
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.193716,0.0,1,,o3,o3,0.193716,1,0.1937,"The treatment effect is the coefficient on x (incarceration) from the 2SLS Main regression table, which is 0.193716.",8.259513927599292e-05,1,1,,8.259513927599292e-05
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.1937,0.0001,1,,Opus,claude-opus-4-6,0.1937,1,0.1937,"The 2SLS IV regression coefficient on x (incarceration) is 0.1937, reported in the output as '*** IV (LATE) estimate of incarceration on recidivism: 0.1937 ***'",8.259513927599292e-05,1,1,,8.259513927599292e-05
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,0,0,,,0,,Gemini,gemini-2.5-flash,,0,,,,0,0,,
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.0,4.1622,0,,GPT-5,gpt-5,1.0,0,0.1937,"The 2SLS coefficient on the endogenous regressor 'x' (incarceration) from the main IV specification is 0.1937, reported in the 'Main 2SLS' section.",8.259513927599292e-05,1,1,,8.259513927599292e-05
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in pdata.frame(data, index = c(""id"", ""time"")) : 
  variable 'id' does not exist (individual index)
Calls: suppressMessages -> withCallingHandlers -> pdata.frame
Execution halted",Kimi,moonshot-v1-128k,,0,,,,0,0,,
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514,,0,,,,0,0,,
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.23283,0.0012,1,,GPT-4o,gpt-4o,-0.23283,1,-0.2328,"The treatment effect coefficient on the endogenous regressor x from the IV (2SLS) regression is -0.23283, found in the Coefficients table of the ivreg output.",0.0013169917677289902,1,1,,0.0013169917677289902
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.383672,2.6459,0,,o3,o3,0.383672,0,-0.2331,"The IV treatment effect coefficient on x (inflation) is -0.233107 from the main IV specification with robust standard errors, confirmed in the KEY RESULT summary.",3.0029128254436805e-05,1,1,,3.0029128254436805e-05
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3837,2.646,0,,Opus,claude-opus-4-6,0.3837,0,-0.2331,"The IV/2SLS coefficient on the endogenous regressor x (inflation) is -0.2331072, explicitly labeled as 'IV coefficient on inflation (x)' in the output.",3.0029128254436805e-05,1,1,,3.0029128254436805e-05
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.38367,2.6459,0,,Gemini,gemini-2.5-flash,0.38367,0,-0.2331,"The IV coefficient on x (inflation, the endogenous regressor) from the second-stage iv_robust regression is -0.2331, found in the 'Second Stage (IV) Regression' output.",3.0029128254436805e-05,1,1,,3.0029128254436805e-05
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3837,2.646,0,,GPT-5,gpt-5,0.3837,0,-0.2331,"The IV (2SLS) estimate of the treatment effect coefficient on x (the endogenous regressor for inflation on investment) is -0.2331, reported in the baseline IV specification with controls.",3.0029128254436805e-05,1,1,,3.0029128254436805e-05
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rdrobust(y ~ running_var | treated, data = data, h = 0.3, kernel = ""triangular"",  : 
  unused arguments (data = data, degree = 1)
Calls: suppressMessages -> withCallingHandlers
Execution halt",Kimi,moonshot-v1-128k,,0,,,,0,0,,
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in round(pvalue, 4) : non-numeric argument to mathematical function
Calls: suppressMessages -> withCallingHandlers -> cat
Execution halted",Sonnet,claude-sonnet-4-20250514,,0,,,,0,0,,
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,1.0,2.9323,0,,GPT-4o,gpt-4o,1.0,0,0.2750,The RD Effect coefficient from the first rdrobust() estimation (the primary specification with optimal bandwidth selection) is 0.275.,0.08138291179061301,1,1,,0.08138291179061301
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.2973277,0.1692,1,,o3,o3,0.2973277,1,0.2973,"The treatment effect coefficient is the RD Effect point estimate from the main RDD regression, reported as 0.2973277 in the summary.",0.16907323518308812,1,1,,0.16907323518308812
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.2973,0.1691,1,,Opus,claude-opus-4-6,0.2973,1,0.2973,"The main RDD estimate (LATE at cutoff) from rdrobust with MSE-optimal bandwidth is 0.2973, as stated in the output under 'Key Result' and confirmed by the RD Effect row in the results table.",0.16907323518308812,1,1,,0.16907323518308812
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in contrib.url(repos, ""source"") : 
  trying to use CRAN without setting a mirror
Calls: suppressMessages ... withCallingHandlers -> install.packages -> contrib.url
Execution halted",Gemini,gemini-2.5-flash,,0,,,,0,0,,
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,-0.6593,3.5926,0,,GPT-5,gpt-5,-0.6593,0,0.2628,"The main RDD estimate using local linear regression with triangular kernel and MSE-optimal bandwidth is tau_BC = 0.2628, reported in the first analysis line and confirmed as the final reported estimat",0.03340883352208382,1,1,,0.03340883352208382
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rdrobust(y ~ running_var, data = data, c = 0.5, h = 0.3, kernel = ""gaussian"",  : 
  unused arguments (data = data, degree = 2, biasadj = TRUE)
Calls: suppressMessages -> withCallingHandlers
E",Kimi,moonshot-v1-128k,,0,,,,0,0,,
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.2188,0.1042,1,,Sonnet,claude-sonnet-4-20250514,0.2188,1,0.1977,The treatment effect coefficient is extracted from the rdrobust() main RDD analysis and printed as 'Treatment Effect (RDD coefficient): 0.1977',0.19058673250058344,1,1,,0.19058673250058344
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,1.0,3.0941,0,,GPT-4o,gpt-4o,1.0,0,0.2212,"The robust treatment effect coefficient from the RDD analysis is 0.2211665, listed in the output table under the 'Robust' row.",0.09437422978820963,1,1,,0.09437422978820963
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rd_main$coef[1, 2] : subscript out of bounds
Calls: suppressMessages -> withCallingHandlers
Execution halted",o3,o3,,0,,,,0,0,,
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.1976572,0.1908,1,,Opus,claude-opus-4-6,0.1976572,1,0.1831,"The bias-corrected RD estimate from rdrobust is reported as 0.1831291, which is the standard treatment-effect coefficient in sharp RDD.",0.2503613086538028,1,1,,0.2503613086538028
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rdplot(y = data$y, x = data$running_var, c = cutoff, title = ""RDD Plot: College Enrollment by Test Score"",  : 
  unused arguments (xlabel = ""Standardized Test Score"", ylabel = ""College Enroll",Gemini,gemini-2.5-flash,,0,,,,0,0,,
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.5,1.0471,0,,GPT-5,gpt-5,0.5,0,0.2414,"The main RDD specification (local linear, triangular kernel, h=0.3) reports a jump coefficient of 0.2414, which is the treatment effect at the cutoff.",0.011672418946084121,1,1,,0.011672418946084121
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rddensityplot(data$running_var, data$treated, c = 0.5, h = 0.05) : 
  could not find function ""rddensityplot""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k,,0,,,,0,0,,
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in matrix(NA, n_B, o_B + 1) : 
  invalid 'nrow' value (too large or NA)
Calls: suppressMessages ... withCallingHandlers -> rdrobust -> rdrobust_bw -> matrix
Execution halted",Sonnet,claude-sonnet-4-20250514,,0,,,,0,0,,
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in library(rdd) : there is no package called ‘rdd’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",GPT-4o,gpt-4o,,0,,,,0,0,,
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rd_main$Estimate[1, ""coef""] : subscript out of bounds
Calls: suppressMessages -> withCallingHandlers
Execution halted",o3,o3,,0,,,,0,0,,
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.1847,0.2943,1,,Opus,claude-opus-4-6,0.1847,1,0.1847,The conventional RD estimate from rdrobust with MSE-optimal bandwidth is reported as the main result: 0.1847,0.2942785746490497,1,1,,0.2942785746490497
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rddensity(X = running_var, c = cutoff) : 
  could not find function ""rddensity""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Gemini,gemini-2.5-flash,,0,,,,0,0,,
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.1847,0.2943,1,,GPT-5,gpt-5,0.1847,1,-0.1566,"The main local linear RD estimate (triangular kernel, p=1, h=0.1) reported in the output shows tau_hat = -0.1566, which is the primary treatment-effect coefficient for the sharp RDD at cutoff 0.5.",1.5983539534919262,0,0,,1.5983539534919262
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,,,0,,Kimi,moonshot-v1-128k,,0,,"The rdrobust output failed to print coefficient values; all coefficient results appear as empty or NULL, indicating the model did not produce valid estimates.",,0,0,,
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,1.0,5.178,0,,Sonnet,claude-sonnet-4-20250514,1.0,0,-0.2535,"The treatment effect coefficient is extracted from the main RDD analysis using rdrobust, reported as 'Treatment Effect (Local Average Treatment Effect): -0.2535' and confirmed in the RD Effect table s",0.05911844579068308,1,1,,0.05911844579068308
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,1.0,5.178,0,,GPT-4o,gpt-4o,1.0,0,-0.3260,"The treatment effect is the RD Effect coefficient from the primary rdrobust() estimation with optimal bandwidth selection, shown as -0.326 in the first results table.",0.36202214330478377,1,1,,0.36202214330478377
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in r_main$Estimate[1, ""tau_BC""] : subscript out of bounds
Calls: suppressMessages -> withCallingHandlers
Execution halted",o3,o3,,0,,,,0,0,,
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,-0.2535,0.0591,1,,Opus,claude-opus-4-6,-0.2535,1,-0.2535,"The main RDD estimate using local polynomial regression (triangular kernel, p=1) is reported as -0.2535, which is the primary treatment-effect coefficient for the sharp regression discontinuity design",0.05911844579068308,1,1,,0.05911844579068308
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,0,0,,,0,,Gemini,gemini-2.5-flash,,0,,,,0,0,,
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in lm.wfit(x, y, w, offset = offset, singular.ok = singular.ok,  : 
  0 (non-NA) cases
Calls: suppressMessages ... withCallingHandlers -> local_linear_rd -> lm -> lm.wfit
Execution halted",GPT-5,gpt-5,,0,,,,0,0,,
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in loadNamespace(x) : there is no package called ‘rdd’
Calls: suppressMessages ... loadNamespace -> withRestarts -> withOneRestart -> doWithOneRestart
Execution halted",Kimi,moonshot-v1-128k,,0,,,,0,0,,
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in library(rdd) : there is no package called ‘rdd’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514,,0,,,,0,0,,
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.3442678,0.3497,1,,GPT-4o,gpt-4o,0.3442678,1,0.3443,"The main RDD treatment effect is the coefficient from the default rdrobust specification, printed as 'RDD estimate using default bandwidth: 0.3442678'",0.3498361221321372,1,1,,0.3498361221321372
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.3443,0.3498,1,,o3,o3,0.3443,1,0.3443,"The main RDD treatment effect coefficient from the local-linear regression with MSE-optimal bandwidth (h=0.1257) is 0.3443, reported in the summary output as 'RD Effect' with point estimate 0.344 and ",0.3498361221321372,1,1,,0.3498361221321372
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,0,0,,,0,,Opus,claude-opus-4-6,,0,,,,0,0,,
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,0,0,,,0,,Gemini,gemini-2.5-flash,,0,,,,0,0,,
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.1,0.6079,0,,GPT-5,gpt-5,0.1,0,-0.3599,"The main RDD treatment effect coefficient is tau = -0.3599 from the local linear regression at the primary cutoff (c=0.5, h=0.10), shown in the Main estimate output and confirmed in the summary line a",2.410996283344049,0,0,,2.410996283344049
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rdrobust(data$running_var, data$treated, data$y, c = 0.75, h = 0.1,  : 
  unused arguments (degree = 1, bias = TRUE)
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k,,0,,,,0,0,,
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.2212,0.028,1,,Sonnet,claude-sonnet-4-20250514,0.2212,1,0.2212,"The LATE estimate (Local Average Treatment Effect) from the Fuzzy RDD 2SLS regression is the coefficient on the 'treated' variable, explicitly reported as 0.2212 in the output.",0.02796148758805245,1,1,,0.02796148758805245
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.31995,0.406,1,,GPT-4o,gpt-4o,0.31995,1,0.3200,"The treatment effect coefficient is the estimate for 'treated' in the fuzzy RDD IV regression on near-cutoff data, which is the most localized specification shown in the output.",0.405984276881567,1,1,,0.405984276881567
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,,,0,,o3,o3,,0,0.2292,"The main FRDD result shows the treatment effect coefficient (Estimate) for 'treated' from the local linear IV regression as 2.292646e-01, which rounds to 0.2292.",0.007193612318347005,1,1,,0.007193612318347005
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in matrix(NA, n_B, o_B + 1) : 
  invalid 'nrow' value (too large or NA)
Calls: suppressMessages ... withCallingHandlers -> rdrobust -> rdrobust_bw -> matrix
Execution halted",Opus,claude-opus-4-6,,0,,,,0,0,,
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rdrobust(y = Y, x = R, c = 0, fuzzy = D, instrument = W) : 
  unused argument (instrument = W)
Calls: suppressMessages -> withCallingHandlers
Execution halted",Gemini,gemini-2.5-flash,,0,,,,0,0,,
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.1821,0.1998,1,,GPT-5,gpt-5,0.1821,1,0.2276,"Main fuzzy RDD 2SLS coefficient on treated variable from local linear specification, reported as LATE of scholarship on graduation.",0.00016259233706713856,1,1,,0.00016259233706713856
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.115008,1.4576,0,,Kimi,moonshot-v1-128k,0.115008,0,0.1150,"The treat_x_post coefficient from the DID two-way fixed effects model is 0.115008, shown in the Estimate column of the coefficient table.",1.457542083925154,0,0,,1.457542083925154
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.251343,0.0,1,,Sonnet,claude-sonnet-4-20250514,-0.251343,1,-0.2513,"The treatment effect coefficient on treat_x_post from the main DID regression with two-way fixed effects is -0.251343, rounded to -0.2513.",0.00017108095311968005,1,1,,0.00017108095311968005
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.2513435,0.0,1,,GPT-4o,gpt-4o,-0.2513435,1,-0.2513,"The treatment effect is the coefficient on the treated:post interaction term from the main DID regression, which is -0.2513435, rounded to 4 decimal places.",0.00017108095311968005,1,1,,0.00017108095311968005
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(y ~ sunab(adopt_year, period_num) | unit_id...: 
All variables, 'period_num::-3:cohort::4', 'period_num::-2:cohort::4' and 5
others, are collinear with the fixed effects. Without doubt",o3,o3,,0,,,,0,0,,
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.2513,0.0002,1,,Opus,claude-opus-4-6,-0.2513,1,-0.2513,"The treat_x_post coefficient from Model 2 (DID with robust SEs) is -0.2513, confirmed across all DID specifications in the output.",0.00017108095311968005,1,1,,0.00017108095311968005
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in round(did_pvalue, 4) : 
  non-numeric argument to mathematical function
Calls: suppressMessages -> withCallingHandlers -> cat -> paste0
Execution halted",Gemini,gemini-2.5-flash,,0,,,,0,0,,
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.4557,2.8131,0,,GPT-5,gpt-5,0.4557,0,-0.2513,The main DID estimate (TWFE) coefficient on treat_x_post is explicitly reported as -0.2513 log points in the stdout output.,0.00017108095311968005,1,1,,0.00017108095311968005
s32,DID,0.25,positive,0.311092,positive,canonical,0.311092,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.67621,1.1737,0,,Kimi,moonshot-v1-128k,0.67621,0,0.6762,"The treatment effect coefficient is the estimate for treat_x_post from the DID model, shown in the coeftest output table.",1.1736335232021398,0,0,,1.1736335232021398
s32,DID,0.25,positive,0.311092,positive,canonical,0.311092,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3111,0.0,1,,Sonnet,claude-sonnet-4-20250514,0.3111,1,0.3111,"The treat_x_post coefficient from the main DiD regression is 0.3111, explicitly printed in the 'KEY RESULT' section and shown in the coefficients table.",2.57158654031862e-05,1,1,,2.57158654031862e-05
s32,DID,0.25,positive,0.311092,positive,canonical,0.311092,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.311092399999992,0.0,1,,GPT-4o,gpt-4o,0.311092399999992,1,0.3111,"The DID estimate is the coefficient on the treated:post interaction term, explicitly printed as 0.311092399999992.",2.57158654031862e-05,1,1,,2.57158654031862e-05
s32,DID,0.25,positive,0.311092,positive,canonical,0.311092,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3111,0.0,1,,o3,o3,0.3111,1,0.3111,"The treatment effect coefficient on treat_x_post from the TWFE DID model is 0.311092, rounded to 0.3111 as shown in the model summary and confirmed in the ATT calculation.",2.57158654031862e-05,1,1,,2.57158654031862e-05
s32,DID,0.25,positive,0.311092,positive,canonical,0.311092,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3111,0.0,1,,Opus,claude-opus-4-6,0.3111,1,0.3111,"The treat_x_post coefficient from the main DID regression is 0.3111, representing the causal effect of overtime eligibility expansion on log hours worked.",2.57158654031862e-05,1,1,,2.57158654031862e-05
