scenario_id,method,true_effect,true_direction,L1,L2a,L2b,estimated,rel_error,L2b_plus,err_excerpt,model,model_slug
s31,DID,-0.3,negative,1,1,1,-0.251343,0.1622,1,,Sonnet,claude-sonnet-4-20250514
s31,DID,-0.3,negative,1,1,1,-0.2513435,0.1622,1,,GPT-4o,gpt-4o
s31,DID,-0.3,negative,1,1,0,,,0,"Error: in feols(y ~ sunab(adopt_year, period_num) | unit_id...: 
All variables, 'period_num::-3:cohort::4', 'period_num::-2:cohort::4' and 5
others, are collinear with the fixed effects. Without doubt",o3,o3
s31,DID,-0.3,negative,1,1,1,-0.2513,0.1623,1,,Opus,claude-opus-4-6
s31,DID,-0.3,negative,1,1,0,,,0,"Error in round(did_pvalue, 4) : 
  non-numeric argument to mathematical function
Calls: suppressMessages -> withCallingHandlers -> cat -> paste0
Execution halted",Gemini,gemini-2.5-flash
s32,DID,0.25,positive,1,1,1,0.67621,1.7048,0,,Kimi,moonshot-v1-128k
s32,DID,0.25,positive,1,1,1,0.3111,0.2444,1,,Sonnet,claude-sonnet-4-20250514
s32,DID,0.25,positive,1,1,1,0.311092399999992,0.2444,1,,GPT-4o,gpt-4o
s32,DID,0.25,positive,1,1,1,0.3111,0.2444,1,,o3,o3
s32,DID,0.25,positive,1,1,1,0.3111,0.2444,1,,Opus,claude-opus-4-6
s32,DID,0.25,positive,1,1,1,0.3110924,0.2444,1,,Gemini,gemini-2.5-flash
s33,DID,-0.2,negative,1,1,1,-0.27914,0.3957,1,,Kimi,moonshot-v1-128k
s33,DID,-0.2,negative,1,1,1,-0.27914,0.3957,1,,Sonnet,claude-sonnet-4-20250514
s33,DID,-0.2,negative,1,1,1,0.8695268,5.3476,0,,GPT-4o,gpt-4o
s33,DID,-0.2,negative,1,1,0,,,0,"Error: in feols(y ~ sunab(treated, rel_year, ref = -1) | un...: 
Evaluation of the right-hand-side of the formula raises an error: 
  In sunab(treated, rel_year, ref = -1): argument 3 matches multiple",o3,o3
s33,DID,-0.2,negative,1,1,1,0.129335,1.6467,0,,Opus,claude-opus-4-6
s33,DID,-0.2,negative,1,1,1,0.533271,3.6664,0,,Gemini,gemini-2.5-flash
s34,DID,0.18,positive,1,1,1,0.564224,2.1346,0,,Kimi,moonshot-v1-128k
s34,DID,0.18,positive,1,1,1,0.1539,0.145,1,,Sonnet,claude-sonnet-4-20250514
s34,DID,0.18,positive,1,1,1,1.0,4.5556,0,,GPT-4o,gpt-4o
s34,DID,0.18,positive,1,1,1,0.153932,0.1448,1,,o3,o3
s34,DID,0.18,positive,1,1,1,0.1539,0.145,1,,Opus,claude-opus-4-6
s34,DID,0.18,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s35,DID,-0.35,negative,1,1,0,,,0,"Error in x$terms : $ operator is invalid for atomic vectors
Calls: suppressMessages ... model.matrix.default -> terms -> terms.default -> %||% -> %||%
Execution halted",Kimi,moonshot-v1-128k
s35,DID,-0.35,negative,1,1,1,-0.2905,0.17,1,,Sonnet,claude-sonnet-4-20250514
s35,DID,-0.35,negative,1,1,1,,,0,,GPT-4o,gpt-4o
s35,DID,-0.35,negative,1,1,0,,,0,"Error: in feols(y ~ sunab(treated, period) | unit_id + peri...: 
Evaluation of the right-hand-side of the formula raises an error: 
  dimension extent is '0' while length of names is '1'
Execution hal",o3,o3
s35,DID,-0.35,negative,1,1,1,-0.2905,0.17,1,,Opus,claude-opus-4-6
s35,DID,-0.35,negative,1,1,1,-0.2905,0.17,1,,Gemini,gemini-2.5-flash
s36,DID,0.22,positive,1,1,1,0.616545,1.8025,0,,Kimi,moonshot-v1-128k
s36,DID,0.22,positive,1,1,1,0.2071,0.0586,1,,Sonnet,claude-sonnet-4-20250514
s36,DID,0.22,positive,1,1,1,0.2070831,0.0587,1,,GPT-4o,gpt-4o
s36,DID,0.22,positive,1,1,0,,,0,"Error in contrib.url(repos, ""source"") : 
  trying to use CRAN without setting a mirror
Calls: suppressMessages ... withCallingHandlers -> install.packages -> contrib.url
Execution halted",o3,o3
s36,DID,0.22,positive,1,1,1,0.550747,1.5034,0,,Opus,claude-opus-4-6
s36,DID,0.22,positive,1,1,1,0.550747,1.5034,0,,Gemini,gemini-2.5-flash
s37,DID,-0.15,negative,1,1,1,0.222978,2.4865,0,,Kimi,moonshot-v1-128k
s37,DID,-0.15,negative,1,1,1,-0.181,0.2067,1,,Sonnet,claude-sonnet-4-20250514
s37,DID,-0.15,negative,1,1,1,0.44924,3.9949,0,,GPT-4o,gpt-4o
s37,DID,-0.15,negative,1,1,0,,,0,"Error in coeftest(did_naive, vcov. = vcovHC(did_naive, type = ""HC1"")) : 
  could not find function ""coeftest""
Calls: suppressMessages -> withCallingHandlers -> print
Execution halted",o3,o3
s37,DID,-0.15,negative,1,1,1,-0.181,0.2067,1,,Opus,claude-opus-4-6
s37,DID,-0.15,negative,1,1,1,0.449236,3.9949,0,,Gemini,gemini-2.5-flash
s38,DID,-0.2,negative,1,1,1,0.25744,2.2872,0,,Kimi,moonshot-v1-128k
s38,DID,-0.2,negative,1,1,0,,,0,"Error in library(lfe) : there is no package called ‘lfe’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s38,DID,-0.2,negative,1,1,1,-0.161,0.195,1,,GPT-4o,gpt-4o
s38,DID,-0.2,negative,1,1,0,,,0," ssc, forceCovariance = forceCovariance,  : 
  To compute the Clustered VCOV, we need a variable for the clusters. Since you didn't provide it in the formula, we typically deduce it from a) the 'panel",o3,o3
s38,DID,-0.2,negative,1,1,1,-0.1612,0.194,1,,Opus,claude-opus-4-6
s38,DID,-0.2,negative,1,1,1,0.44001,3.2,0,,Gemini,gemini-2.5-flash
s39,DID,0.15,positive,1,1,1,0.197254,0.315,1,,Kimi,moonshot-v1-128k
s39,DID,0.15,positive,1,1,1,0.57785,2.8523,0,,Sonnet,claude-sonnet-4-20250514
s39,DID,0.15,positive,1,1,1,0.1972537,0.315,1,,GPT-4o,gpt-4o
s39,DID,0.15,positive,1,1,0,,,0,", ssc = ssc, forceCovariance = forceCovariance,  : 
  To compute the Clustered VCOV, we need a variable for the clusters. Since you didn't provide it in the formula, we typically deduce it from a) the",o3,o3
s39,DID,0.15,positive,1,1,1,0.1973,0.3153,1,,Opus,claude-opus-4-6
s39,DID,0.15,positive,1,1,0,,,0,"Error in contrib.url(repos, ""source"") : 
  trying to use CRAN without setting a mirror
Calls: suppressMessages ... withCallingHandlers -> install.packages -> contrib.url
Execution halted",Gemini,gemini-2.5-flash
s40,DID,0.3,positive,1,1,1,0.760546,1.5352,0,,Kimi,moonshot-v1-128k
s40,DID,0.3,positive,1,1,1,0.4505,0.5017,0,,Sonnet,claude-sonnet-4-20250514
s40,DID,0.3,positive,1,1,1,0.4127509,0.3758,1,,GPT-4o,gpt-4o
s40,DID,0.3,positive,1,1,0,,,0,"Error: in feols(y ~ sunab(treated, period) | unit_id + peri...: 
Evaluation of the right-hand-side of the formula raises an error: 
  dimension extent is '0' while length of names is '1'
Execution hal",o3,o3
s40,DID,0.3,positive,1,1,1,0.4128,0.376,1,,Opus,claude-opus-4-6
s40,DID,0.3,positive,1,1,0,,,0,", ssc = ssc, forceCovariance = forceCovariance,  : 
  To compute the Clustered VCOV, we need a variable for the clusters. Since you didn't provide it in the formula, we typically deduce it from a) the",Gemini,gemini-2.5-flash
s41,DID,-0.1,negative,1,1,1,0.27122,3.7122,0,,Kimi,moonshot-v1-128k
s41,DID,-0.1,negative,1,1,0,,,0,"Error in sprintf(""Interpretation: The ACA mandate %.4f log premium points\n"",  : 
  invalid format '%.4f'; use format %s for character objects
Calls: suppressMessages -> withCallingHandlers -> cat -> ",Sonnet,claude-sonnet-4-20250514
s41,DID,-0.1,negative,1,1,1,,,0,,GPT-4o,gpt-4o
s41,DID,-0.1,negative,1,1,0,,,0,"Error in contrib.url(repos, ""source"") : 
  trying to use CRAN without setting a mirror
Calls: suppressMessages ... withCallingHandlers -> install.packages -> contrib.url
Execution halted",o3,o3
s41,DID,-0.1,negative,1,1,1,-0.0847,0.153,1,,Opus,claude-opus-4-6
s41,DID,-0.1,negative,1,1,0,,,0,"Error in etable(model_did_ols, se.type = ""robust"") : 
  The second element of '...' (named 'se.type') is not valid: it should be a fixest object or a list of fixest objects, it is neither.
Calls: supp",Gemini,gemini-2.5-flash
s42,DID,0.2,positive,1,1,1,0.673488,2.3674,0,,Kimi,moonshot-v1-128k
s42,DID,0.2,positive,1,1,1,0.35472267,0.7736,0,,Sonnet,claude-sonnet-4-20250514
s42,DID,0.2,positive,1,1,1,0.182152,0.0892,1,,GPT-4o,gpt-4o
s42,DID,0.2,positive,1,1,0,,,0,"Error in cat(""95% CI: "", round(confint(did_twfe, ""treat_x_post""), 4),  : 
  argument 2 (type 'list') cannot be handled by 'cat'
Calls: suppressMessages -> withCallingHandlers -> cat
Execution halted",o3,o3
s42,DID,0.2,positive,1,1,0,,,0,"Error: in feols(y ~ i(period, treated, ref = max(df$period[...: 
The variable 'df' is in the RHS (first part) of the formula but not in the
data set.
Execution halted",Opus,claude-opus-4-6
s42,DID,0.2,positive,1,1,1,0.1822,0.089,1,,Gemini,gemini-2.5-flash
s43,DID,-0.25,negative,1,1,1,0.118652,1.4746,0,,Kimi,moonshot-v1-128k
s43,DID,-0.25,negative,1,1,1,-0.1883,0.2468,1,,Sonnet,claude-sonnet-4-20250514
s43,DID,-0.25,negative,1,1,1,-0.188,0.248,1,,GPT-4o,gpt-4o
s43,DID,-0.25,negative,1,1,0,,,0,"Error in etable(event_mod, se.bare = ""cluster"") : 
  The second element of '...' (named 'se.bare') is not valid: it should be a fixest object or a list of fixest objects, it is neither.
Calls: suppres",o3,o3
s43,DID,-0.25,negative,1,1,1,-0.1883,0.2468,1,,Opus,claude-opus-4-6
s43,DID,-0.25,negative,1,1,1,-0.1882721,0.2469,1,,Gemini,gemini-2.5-flash
s44,DID,0.12,positive,1,1,0,,,0,"Error in coef(did_model)[""treat_x_post"", 1] : 
  incorrect number of dimensions
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s44,DID,0.12,positive,1,1,1,0.1433,0.1942,1,,Sonnet,claude-sonnet-4-20250514
s44,DID,0.12,positive,1,1,1,0.42567,2.5473,0,,GPT-4o,gpt-4o
s44,DID,0.12,positive,1,1,0,,,0,"Error: in feols(y ~ treat_x_post | unit_id + period, data =...: 
The only variable, 'treat_x_post', is collinear with the fixed effects.
Without doubt, your model is misspecified.
Execution halted",o3,o3
s44,DID,0.12,positive,1,1,1,0.1433,0.1942,1,,Opus,claude-opus-4-6
s44,DID,0.12,positive,1,1,1,0.1432542,0.1938,1,,Gemini,gemini-2.5-flash
s45,DID,-0.12,negative,1,1,1,0.216644,2.8054,0,,Kimi,moonshot-v1-128k
s45,DID,-0.12,negative,1,1,0,,,0,"Error: in feols(y ~ treat_x_post + treated + post | unit_id...: 
You cannot use the argument 'vcov' in combination with 'cluster'.
Execution halted",Sonnet,claude-sonnet-4-20250514
s45,DID,-0.12,negative,1,1,1,-0.2786443,1.322,0,,GPT-4o,gpt-4o
s45,DID,-0.12,negative,1,1,0,,,0,"Error: in feols(y ~ faux_int | unit_id + period, data = dat...: 
The data set contains 0 observation: the estimation cannot be done.
Execution halted",o3,o3
s45,DID,-0.12,negative,1,1,1,-0.2786,1.3217,0,,Opus,claude-opus-4-6
s45,DID,-0.12,negative,1,0,0,,,0,,Gemini,gemini-2.5-flash
s46,DID,0.08,positive,1,1,1,0.30449,2.8061,0,,Kimi,moonshot-v1-128k
s46,DID,0.08,positive,1,1,0,,,0,"Error in library(lfe) : there is no package called ‘lfe’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s46,DID,0.08,positive,1,1,1,-0.428118,6.3515,0,,GPT-4o,gpt-4o
s46,DID,0.08,positive,1,1,1,-0.1789,3.2363,0,,o3,o3
s46,DID,0.08,positive,1,1,1,-0.1789,3.2363,0,,Opus,claude-opus-4-6
s46,DID,0.08,positive,1,1,1,,,0,,Gemini,gemini-2.5-flash
s47,DID,-0.18,negative,1,1,1,-0.251963,0.3998,1,,Kimi,moonshot-v1-128k
s47,DID,-0.18,negative,1,1,0,,,0,"Error: in feols(y ~ placebo_interact | unit_id + period, da...: 
The only variable, 'placebo_interact', is collinear with the fixed effects.
Without doubt, your model is misspecified.
Execution halted",Sonnet,claude-sonnet-4-20250514
s47,DID,-0.18,negative,1,1,1,1.0,6.5556,0,,GPT-4o,gpt-4o
s47,DID,-0.18,negative,1,1,1,,,0,,o3,o3
s47,DID,-0.18,negative,1,1,1,-0.252,0.4,1,,Opus,claude-opus-4-6
s47,DID,-0.18,negative,1,1,0,,,0,"Error in etable(model_did_fe, model_ols_did, headers = list(`DID with FE` = ""model_did_fe"",  : 
  The second element of '...' is not valid: it should be a fixest object or a list of fixest objects, it",Gemini,gemini-2.5-flash
s48,DID,0.1,positive,1,1,1,0.4128588,3.1286,0,,Kimi,moonshot-v1-128k
s48,DID,0.1,positive,1,1,1,0.3114,2.114,0,,Sonnet,claude-sonnet-4-20250514
s48,DID,0.1,positive,1,1,1,0.39045,2.9045,0,,GPT-4o,gpt-4o
s48,DID,0.1,positive,1,1,0,,,0,"Error: in feols(leadlag_fml, data = df, cluster = ""unit_id""): 
The variable 'D' is in the RHS (first part) of the formula but not in the
data set.
Maybe you meant: `D-3`, `D-2`, `D-1`, `D0`, `D1`, `D2",o3,o3
s48,DID,0.1,positive,1,1,1,0.3113586,2.1136,0,,Opus,claude-opus-4-6
s48,DID,0.1,positive,1,1,1,0.3114,2.114,0,,Gemini,gemini-2.5-flash
s49,DID,-0.15,negative,1,1,1,0.366824,3.4455,0,,Kimi,moonshot-v1-128k
s49,DID,-0.15,negative,1,1,1,0.380923,3.5395,0,,Sonnet,claude-sonnet-4-20250514
s49,DID,-0.15,negative,1,1,1,1.0,7.6667,0,,GPT-4o,gpt-4o
s49,DID,-0.15,negative,1,1,0,,,0,"Error: in feols(y ~ treated * post | unit_id + period + i(u...: 
The fixed-effects part of the formula (unit_id + per..) is not valid:

  The function i() should not be used in the fixed-effects part ",o3,o3
s49,DID,-0.15,negative,1,1,1,-0.0306,0.796,0,,Opus,claude-opus-4-6
s49,DID,-0.15,negative,1,1,0,,,0,"Error: 'coef' is not an exported object from 'namespace:fixest'
Execution halted",Gemini,gemini-2.5-flash
s50,DID,0.25,positive,1,1,1,0.703571,1.8143,0,,Kimi,moonshot-v1-128k
s50,DID,0.25,positive,1,1,1,0.4062,0.6248,0,,Sonnet,claude-sonnet-4-20250514
s50,DID,0.25,positive,1,1,1,0.848954,2.3958,0,,GPT-4o,gpt-4o
s50,DID,0.25,positive,1,1,0,,,0,"Error in Math.data.frame(list(Model = c(""Simple"", ""TWFE"", ""Trend FE"",  : 
  non-numeric-alike variable(s) in data frame: Model
Calls: suppressMessages -> withCallingHandlers -> print -> Math.data.fram",o3,o3
s50,DID,0.25,positive,1,1,1,0.4062,0.6248,0,,Opus,claude-opus-4-6
s50,DID,0.25,positive,1,1,1,0.4062,0.6248,0,,Gemini,gemini-2.5-flash
s51,EVENT_STUDY,-0.02,negative,1,1,1,,,0,,Kimi,moonshot-v1-128k
s51,EVENT_STUDY,-0.02,negative,1,1,1,-0.0536,1.68,0,,Sonnet,claude-sonnet-4-20250514
s51,EVENT_STUDY,-0.02,negative,1,1,1,-1.0,49.0,0,,GPT-4o,gpt-4o
s51,EVENT_STUDY,-0.02,negative,1,1,1,-1.7827,88.135,0,,o3,o3
s51,EVENT_STUDY,-0.02,negative,1,1,1,-0.0324,0.62,0,,Opus,claude-opus-4-6
s51,EVENT_STUDY,-0.02,negative,1,0,0,,,0,,Gemini,gemini-2.5-flash
s52,EVENT_STUDY,0.025,positive,1,1,1,,,0,,Kimi,moonshot-v1-128k
s52,EVENT_STUDY,0.025,positive,1,1,0,,,0,"│     └─base::lapply(.x, .f, ...)
 10. │       └─dplyr (local) FUN(X[[i]], ...)
 11. │         └─mask$eval_all_summarise(quo)
 12. │           └─dplyr (local) eval()
 13. ├─stats::lm(ret ~ mkt_ret)
 1",Sonnet,claude-sonnet-4-20250514
s52,EVENT_STUDY,0.025,positive,1,1,0,,,0,"Error in lm.fit(x, y, offset = offset, singular.ok = singular.ok, ...) : 
  0 (non-NA) cases
Calls: suppressMessages ... eval_tidy -> calculate_abnormal_returns -> lm -> lm.fit
Execution halted",GPT-4o,gpt-4o
s52,EVENT_STUDY,0.025,positive,1,1,0,,,0,"Error in lm.fit(x, y, offset = offset, singular.ok = singular.ok, ...) : 
  0 (non-NA) cases
Calls: suppressMessages ... do -> do.grouped_df -> eval_tidy -> tidy -> lm -> lm.fit
Execution halted",o3,o3
s52,EVENT_STUDY,0.025,positive,1,1,1,0.0507,1.028,0,,Opus,claude-opus-4-6
s52,EVENT_STUDY,0.025,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s53,EVENT_STUDY,-0.03,negative,1,1,0,,,0,"Error in `contrasts<-`(`*tmp*`, value = contr.funs[1 + isOF[nn]]) : 
  contrasts can be applied only to factors with 2 or more levels
Calls: suppressMessages ... model.matrix -> model.matrix.default -",Kimi,moonshot-v1-128k
s53,EVENT_STUDY,-0.03,negative,1,1,1,-1.0,32.3333,0,,Sonnet,claude-sonnet-4-20250514
s53,EVENT_STUDY,-0.03,negative,1,1,0,,,0,". │   └─dplyr:::mutate_col(dots[[i]], data, mask, new_columns)
  9. │     └─mask$eval_all_mutate(quo)
 10. │       └─dplyr (local) eval()
 11. ├─dplyr:::dplyr_internal_error(...)
 12. │ └─rlang::abort",GPT-4o,gpt-4o
s53,EVENT_STUDY,-0.03,negative,1,1,1,-1.0,32.3333,0,,o3,o3
s53,EVENT_STUDY,-0.03,negative,1,1,1,-0.027325,0.0892,1,,Opus,claude-opus-4-6
s53,EVENT_STUDY,-0.03,negative,1,0,0,,,0,,Gemini,gemini-2.5-flash
s54,EVENT_STUDY,0.018,positive,1,1,1,0.45733,24.4072,0,,Kimi,moonshot-v1-128k
s54,EVENT_STUDY,0.018,positive,1,1,1,0.0164,0.0889,1,,Sonnet,claude-sonnet-4-20250514
s54,EVENT_STUDY,0.018,positive,1,1,1,,,0,,GPT-4o,gpt-4o
s54,EVENT_STUDY,0.018,positive,1,1,1,-1.0,56.5556,0,,o3,o3
s54,EVENT_STUDY,0.018,positive,1,1,1,0.0367,1.0389,0,,Opus,claude-opus-4-6
s54,EVENT_STUDY,0.018,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s55,EVENT_STUDY,-0.028,negative,1,1,0,,,0,"Error in model.frame.default(formula = car ~ event_day, data = data %>%  : 
  invalid type (list) for variable 'car'
Calls: suppressMessages ... lm -> eval -> eval -> <Anonymous> -> model.frame.defaul",Kimi,moonshot-v1-128k
s55,EVENT_STUDY,-0.028,negative,1,1,1,-0.087,2.1071,0,,Sonnet,claude-sonnet-4-20250514
s55,EVENT_STUDY,-0.028,negative,1,1,1,-0.0051,0.8179,0,,GPT-4o,gpt-4o
s55,EVENT_STUDY,-0.028,negative,1,1,1,-0.0591,1.1107,0,,o3,o3
s55,EVENT_STUDY,-0.028,negative,1,1,1,-1.0,34.7143,0,,Opus,claude-opus-4-6
s55,EVENT_STUDY,-0.028,negative,1,0,0,,,0,,Gemini,gemini-2.5-flash
s56,EVENT_STUDY,0.022,positive,1,1,0,,,0,"Error in x$event_day : $ operator is invalid for atomic vectors
Calls: suppressMessages ... withCallingHandlers -> ave -> lapply -> FUN -> mean
Execution halted",Kimi,moonshot-v1-128k
s56,EVENT_STUDY,0.022,positive,1,1,1,0.529,23.0455,0,,Sonnet,claude-sonnet-4-20250514
s56,EVENT_STUDY,0.022,positive,1,1,0,,,0,", value = `<dbl[,80]>`)
  4. ├─tibble:::`$<-.tbl_df`(`*tmp*`, ar, value = `<dbl[,80]>`)
  5. │ └─tibble:::tbl_subassign(...)
  6. │   └─tibble:::vectbl_recycle_rhs_rows(value, fast_nrow(xo), i_arg = N",GPT-4o,gpt-4o
s56,EVENT_STUDY,0.022,positive,1,1,1,,,0,,o3,o3
s56,EVENT_STUDY,0.022,positive,1,1,1,-1.0,46.4545,0,,Opus,claude-opus-4-6
s56,EVENT_STUDY,0.022,positive,1,1,1,-1.0,46.4545,0,,Gemini,gemini-2.5-flash
s57,EVENT_STUDY,-0.015,negative,1,1,0,,,0,"ta, mask, new_columns)
  9. │     └─mask$eval_all_mutate(quo)
 10. │       └─dplyr (local) eval()
 11. ├─dplyr:::dplyr_internal_error(""dplyr:::mutate_not_vector"", `<named list>`)
 12. │ └─rlang::abort",Kimi,moonshot-v1-128k
s57,EVENT_STUDY,-0.015,negative,1,1,1,-1.552,102.4667,0,,Sonnet,claude-sonnet-4-20250514
s57,EVENT_STUDY,-0.015,negative,1,1,1,,,0,,GPT-4o,gpt-4o
s57,EVENT_STUDY,-0.015,negative,1,1,1,-1.0,65.6667,0,,o3,o3
s57,EVENT_STUDY,-0.015,negative,1,1,1,-0.0334,1.2267,0,,Opus,claude-opus-4-6
s57,EVENT_STUDY,-0.015,negative,1,0,0,,,0,,Gemini,gemini-2.5-flash
s58,EVENT_STUDY,-0.025,negative,1,1,1,,,0,,Kimi,moonshot-v1-128k
s58,EVENT_STUDY,-0.025,negative,1,1,0,,,0,"│     └─base::lapply(.x, .f, ...)
 10. │       └─dplyr (local) FUN(X[[i]], ...)
 11. │         └─mask$eval_all_summarise(quo)
 12. │           └─dplyr (local) eval()
 13. ├─stats::lm(ret ~ mkt_ret)
 1",Sonnet,claude-sonnet-4-20250514
s58,EVENT_STUDY,-0.025,negative,1,1,1,1.0,41.0,0,,GPT-4o,gpt-4o
s58,EVENT_STUDY,-0.025,negative,1,1,1,0.0301,2.204,0,,o3,o3
s58,EVENT_STUDY,-0.025,negative,1,1,1,-0.025362,0.0145,1,,Opus,claude-opus-4-6
s58,EVENT_STUDY,-0.025,negative,1,1,1,-0.024024,0.039,1,,Gemini,gemini-2.5-flash
s59,EVENT_STUDY,0.03,positive,1,1,0,,,0,"Error in eval(predvars, data, env) : object 'event_day' not found
Calls: suppressMessages ... eval -> <Anonymous> -> model.frame.default -> eval -> eval
Execution halted",Kimi,moonshot-v1-128k
s59,EVENT_STUDY,0.03,positive,1,1,1,0.0575,0.9167,0,,Sonnet,claude-sonnet-4-20250514
s59,EVENT_STUDY,0.03,positive,1,1,1,-1.0,34.3333,0,,GPT-4o,gpt-4o
s59,EVENT_STUDY,0.03,positive,1,1,1,,,0,,o3,o3
s59,EVENT_STUDY,0.03,positive,1,1,1,-0.0006,1.02,0,,Opus,claude-opus-4-6
s59,EVENT_STUDY,0.03,positive,1,1,1,,,0,,Gemini,gemini-2.5-flash
s60,EVENT_STUDY,-0.02,negative,1,1,0,,,0,"Error in aggregate.data.frame(lhs, mf[-1L], FUN = FUN, ...) : 
  no rows to aggregate
Calls: suppressMessages ... aggregate -> aggregate.formula -> aggregate.data.frame
Execution halted",Kimi,moonshot-v1-128k
s60,EVENT_STUDY,-0.02,negative,1,1,0,,,0,"Error in cat(""Cumulative Abnormal Return on Event Day (0):"", round(event_day_0_car *  : 
  argument 2 (type 'list') cannot be handled by 'cat'
Calls: suppressMessages -> withCallingHandlers -> cat
Exe",Sonnet,claude-sonnet-4-20250514
s60,EVENT_STUDY,-0.02,negative,1,1,1,,,0,,GPT-4o,gpt-4o
s60,EVENT_STUDY,-0.02,negative,1,1,0,,,0,"Error in beta[match(stock_id, df$stock_id[df$event_day == 0])] : 
  object of type 'closure' is not subsettable
Calls: suppressMessages ... model.frame.default -> eval -> eval -> I -> unique.default
E",o3,o3
s60,EVENT_STUDY,-0.02,negative,1,1,1,-0.04176,1.088,0,,Opus,claude-opus-4-6
s60,EVENT_STUDY,-0.02,negative,1,1,1,1.0,51.0,0,,Gemini,gemini-2.5-flash
s61,EVENT_STUDY,0.018,positive,1,1,1,,,0,,Kimi,moonshot-v1-128k
s61,EVENT_STUDY,0.018,positive,1,1,1,0.0321,0.7833,0,,Sonnet,claude-sonnet-4-20250514
s61,EVENT_STUDY,0.018,positive,1,1,1,0.1789554,8.942,0,,GPT-4o,gpt-4o
s61,EVENT_STUDY,0.018,positive,1,1,0,,,0,"Error in coeftest(reg, vcov = se_clust)[""treat"", ] : 
  subscript out of bounds
Calls: suppressMessages -> withCallingHandlers -> print
Execution halted",o3,o3
s61,EVENT_STUDY,0.018,positive,1,1,1,0.0364,1.0222,0,,Opus,claude-opus-4-6
s61,EVENT_STUDY,0.018,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s62,EVENT_STUDY,-0.018,negative,1,1,0,,,0,"Error in market_models[[stock_id]] : recursive indexing failed at level 3
Calls: suppressMessages ... withCallingHandlers -> with -> with.default -> eval -> eval -> predict
Execution halted",Kimi,moonshot-v1-128k
s62,EVENT_STUDY,-0.018,negative,1,1,1,-0.0476,1.6444,0,,Sonnet,claude-sonnet-4-20250514
s62,EVENT_STUDY,-0.018,negative,1,1,1,0.006807347,1.3782,0,,GPT-4o,gpt-4o
s62,EVENT_STUDY,-0.018,negative,1,1,1,,,0,,o3,o3
s62,EVENT_STUDY,-0.018,negative,1,1,1,-0.0476,1.6444,0,,Opus,claude-opus-4-6
s62,EVENT_STUDY,-0.018,negative,1,0,0,,,0,,Gemini,gemini-2.5-flash
s63,EVENT_STUDY,0.015,positive,1,1,1,,,0,,Kimi,moonshot-v1-128k
s63,EVENT_STUDY,0.015,positive,1,1,1,0.0174,0.16,1,,Sonnet,claude-sonnet-4-20250514
s63,EVENT_STUDY,0.015,positive,1,1,1,,,0,,GPT-4o,gpt-4o
s63,EVENT_STUDY,0.015,positive,1,1,0,,,0,"Error: in feols(fmla, data = dt, cluster = ""stock_id""): 
The variable 'D' is in the RHS of the formula but not in the data set.
Maybe you meant: `D-5`, `D-4`, `D-3`, `D-2`, `D-1`, `D0`, `D1`, `D2`, `D",o3,o3
s63,EVENT_STUDY,0.015,positive,1,1,1,0.0299,0.9933,0,,Opus,claude-opus-4-6
s63,EVENT_STUDY,0.015,positive,1,0,0,,,0,,Gemini,gemini-2.5-flash
s64,EVENT_STUDY,-0.022,negative,1,1,0,,,0,"Error in `$<-.data.frame`(`*tmp*`, car, value = c(NA, 0.0248463429, 0.0115751236,  : 
  replacement has 1261 rows, data has 1260
Calls: suppressMessages -> withCallingHandlers -> $<- -> $<-.data.frame",Kimi,moonshot-v1-128k
s64,EVENT_STUDY,-0.022,negative,1,1,1,-0.0918,3.1727,0,,Sonnet,claude-sonnet-4-20250514
s64,EVENT_STUDY,-0.022,negative,1,1,1,,,0,,GPT-4o,gpt-4o
s64,EVENT_STUDY,-0.022,negative,1,1,0,,,0,"Error in pivot_wider(., names_from = term, values_from = estimate) : 
  could not find function ""pivot_wider""
Calls: suppressMessages -> withCallingHandlers -> %>% -> rename
Execution halted",o3,o3
s64,EVENT_STUDY,-0.022,negative,1,1,1,1.0,46.4545,0,,Opus,claude-opus-4-6
s64,EVENT_STUDY,-0.022,negative,1,0,0,,,0,,Gemini,gemini-2.5-flash
s65,EVENT_STUDY,0.028,positive,1,1,0,,,0,"Error in covHC(residuals, method = ""HC1"") : 
  could not find function ""covHC""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s65,EVENT_STUDY,0.028,positive,1,1,1,0.016,0.4286,1,,Sonnet,claude-sonnet-4-20250514
s65,EVENT_STUDY,0.028,positive,1,1,1,,,0,,GPT-4o,gpt-4o
s65,EVENT_STUDY,0.028,positive,1,1,1,-1.0,36.7143,0,,o3,o3
s65,EVENT_STUDY,0.028,positive,1,1,1,0.02075,0.2589,1,,Opus,claude-opus-4-6
