scenario_id,method,dgp_effect,dgp_direction,true_effect,true_direction,baseline,baseline_effect,baseline_direction,baseline_source,baseline_available,canonical_status,L1,L2a,L2b,estimated,rel_error,L2b_plus,err_excerpt,model,model_slug
s17,EVENT_STUDY,-0.035,negative,-0.035,negative,canonical,-0.035,negative,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in `distinct()`:
! Must use existing variables.
✖ `fine_ratio` not found in `.data`.
Backtrace:
    ▆
 1. ├─base::suppressMessages(...)
 2. │ └─base::withCallingHandlers(...)
 3. ├─dt %>% distin",o3,o3
s17,EVENT_STUDY,-0.035,negative,-0.035,negative,canonical,-0.035,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,-0.071573,1.0449,0,,Opus,claude-opus-4-6
s17,EVENT_STUDY,-0.035,negative,-0.035,negative,canonical,-0.035,negative,audit/dgp_verification.json,1,VERIFIED,1,0,0,,,0,,Gemini,gemini-2.5-flash
s17,EVENT_STUDY,-0.035,negative,-0.035,negative,canonical,-0.035,negative,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in withCallingHandlers(expr, message = function(c) if (inherits(c,  : 
  Missing required columns: fine_ratio
Calls: suppressMessages -> withCallingHandlers
Execution halted",GPT-5,gpt-5
s18,EVENT_STUDY,-0.015,negative,-0.014546,negative,canonical,-0.014546,negative,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in eval(predvars, data, env) : object 'eps_surprise' not found
Calls: suppressMessages ... model.frame.Formula -> model.frame -> model.frame.default -> eval -> eval
Execution halted",Kimi,moonshot-v1-128k
s18,EVENT_STUDY,-0.015,negative,-0.014546,negative,canonical,-0.014546,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,-1.0,67.7474,0,,Sonnet,claude-sonnet-4-20250514
s18,EVENT_STUDY,-0.015,negative,-0.014546,negative,canonical,-0.014546,negative,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in eval(predvars, data, env) : object 'eps_surprise' not found
Calls: suppressMessages ... eval -> <Anonymous> -> model.frame.default -> eval -> eval
Execution halted",GPT-4o,gpt-4o
s18,EVENT_STUDY,-0.015,negative,-0.014546,negative,canonical,-0.014546,negative,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in withCallingHandlers(expr, message = function(c) if (inherits(c,  : 
  Column `eps_surprise` is not in the data. Analysis cannot proceed.
Calls: suppressMessages -> withCallingHandlers
Executi",o3,o3
s18,EVENT_STUDY,-0.015,negative,-0.014546,negative,canonical,-0.014546,negative,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in eval(jsub, SDenv, parent.frame()) : object 'mean_ar' not found
Calls: suppressMessages ... withCallingHandlers -> [ -> [.data.table -> eval -> eval
Execution halted",Opus,claude-opus-4-6
s18,EVENT_STUDY,-0.015,negative,-0.014546,negative,canonical,-0.014546,negative,audit/dgp_verification.json,1,VERIFIED,1,0,0,,,0,,Gemini,gemini-2.5-flash
s18,EVENT_STUDY,-0.015,negative,-0.014546,negative,canonical,-0.014546,negative,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in withCallingHandlers(expr, message = function(c) if (inherits(c,  : 
  Missing required columns: eps_surprise
Calls: suppressMessages -> withCallingHandlers
Execution halted",GPT-5,gpt-5
s19,IV,0.4,positive,0.217518,positive,canonical,0.217518,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.21798,0.0021,1,,Kimi,moonshot-v1-128k
s19,IV,0.4,positive,0.217518,positive,canonical,0.217518,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s19,IV,0.4,positive,0.217518,positive,canonical,0.217518,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,,,0,,GPT-4o,gpt-4o
s19,IV,0.4,positive,0.217518,positive,canonical,0.217518,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in cd$diagnostics[""weak instruments"", ""statistic""] : 
  subscript out of bounds
Calls: suppressMessages -> withCallingHandlers -> cat
Execution halted",o3,o3
s19,IV,0.4,positive,0.217518,positive,canonical,0.217518,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.2175,0.0001,1,,Opus,claude-opus-4-6
s19,IV,0.4,positive,0.217518,positive,canonical,0.217518,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.21752,0.0,1,,Gemini,gemini-2.5-flash
s19,IV,0.4,positive,0.217518,positive,canonical,0.217518,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.049,3.8226,0,,GPT-5,gpt-5
s20,IV,0.4,positive,0.496731,positive,canonical,0.496731,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in feols(y ~ x + controls | 0 | z, data = data) : 
  could not find function ""feols""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s20,IV,0.4,positive,0.496731,positive,canonical,0.496731,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s20,IV,0.4,positive,0.496731,positive,canonical,0.496731,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in hausman.iv(y ~ x + controls | z + controls, ivreg = iv_model) : 
  could not find function ""hausman.iv""
Calls: suppressMessages -> withCallingHandlers
Execution halted",GPT-4o,gpt-4o
s20,IV,0.4,positive,0.496731,positive,canonical,0.496731,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,,,0,,o3,o3
s20,IV,0.4,positive,0.496731,positive,canonical,0.496731,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.4967308,0.0,1,,Opus,claude-opus-4-6
s20,IV,0.4,positive,0.496731,positive,canonical,0.496731,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in round(weak_instrument_stat, 2) : 
  non-numeric argument to mathematical function
Calls: suppressMessages -> withCallingHandlers -> print -> paste
Execution halted",Gemini,gemini-2.5-flash
s20,IV,0.4,positive,0.496731,positive,canonical,0.496731,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.1098,1.2342,0,,GPT-5,gpt-5
s21,IV,-0.15,negative,-0.208976,negative,canonical,-0.208976,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,,,0,,Kimi,moonshot-v1-128k
s21,IV,-0.15,negative,-0.208976,negative,canonical,-0.208976,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s21,IV,-0.15,negative,-0.208976,negative,canonical,-0.208976,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.161703,0.2262,1,,GPT-4o,gpt-4o
s21,IV,-0.15,negative,-0.208976,negative,canonical,-0.208976,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in `$<-.data.frame`(`*tmp*`, z_num, value = numeric(0)) : 
  replacement has 0 rows, data has 500
Calls: suppressMessages -> withCallingHandlers -> $<- -> $<-.data.frame
Execution halted",o3,o3
s21,IV,-0.15,negative,-0.208976,negative,canonical,-0.208976,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.209,0.0001,1,,Opus,claude-opus-4-6
s21,IV,-0.15,negative,-0.208976,negative,canonical,-0.208976,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in vcovHC(first_stage_model, type = ""HC1"") : 
  could not find function ""vcovHC""
Calls: suppressMessages ... withCallingHandlers -> coeftest -> coeftest.default
Execution halted",Gemini,gemini-2.5-flash
s21,IV,-0.15,negative,-0.208976,negative,canonical,-0.208976,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.5762,3.7573,0,,GPT-5,gpt-5
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.148109,1.5141,0,,Kimi,moonshot-v1-128k
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.4566631,0.0,1,,GPT-4o,gpt-4o
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in linearHypothesis(iv_mod, ""x = 0"", test = ""F"", vcov. = vcovHC(iv_mod,  : 
  could not find function ""linearHypothesis""
Calls: suppressMessages -> withCallingHandlers
Execution halted",o3,o3
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.8415,0.8427,0,,Opus,claude-opus-4-6
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.14811,1.5141,0,,Gemini,gemini-2.5-flash
s22,IV,0.4,positive,0.456663,positive,canonical,0.456663,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.1481,1.5141,0,,GPT-5,gpt-5
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: object 'saragan_test' not found
Execution halted",Kimi,moonshot-v1-128k
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.07107621,0.6331,0,,GPT-4o,gpt-4o
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.193716,0.0,1,,o3,o3
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.1937,0.0001,1,,Opus,claude-opus-4-6
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,0,0,,,0,,Gemini,gemini-2.5-flash
s23,IV,0.4,positive,0.193716,positive,canonical,0.193716,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.0,4.1622,0,,GPT-5,gpt-5
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in pdata.frame(data, index = c(""id"", ""time"")) : 
  variable 'id' does not exist (individual index)
Calls: suppressMessages -> withCallingHandlers -> pdata.frame
Execution halted",Kimi,moonshot-v1-128k
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in library(stargazer) : there is no package called ‘stargazer’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.23283,0.0012,1,,GPT-4o,gpt-4o
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.383672,2.6459,0,,o3,o3
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3837,2.646,0,,Opus,claude-opus-4-6
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.38367,2.6459,0,,Gemini,gemini-2.5-flash
s24,IV,-0.3,negative,-0.233107,negative,canonical,-0.233107,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3837,2.646,0,,GPT-5,gpt-5
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rdrobust(y ~ running_var | treated, data = data, h = 0.3, kernel = ""triangular"",  : 
  unused arguments (data = data, degree = 1)
Calls: suppressMessages -> withCallingHandlers
Execution halt",Kimi,moonshot-v1-128k
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in round(pvalue, 4) : non-numeric argument to mathematical function
Calls: suppressMessages -> withCallingHandlers -> cat
Execution halted",Sonnet,claude-sonnet-4-20250514
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,1.0,2.9323,0,,GPT-4o,gpt-4o
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.2973277,0.1692,1,,o3,o3
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.2973,0.1691,1,,Opus,claude-opus-4-6
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in contrib.url(repos, ""source"") : 
  trying to use CRAN without setting a mirror
Calls: suppressMessages ... withCallingHandlers -> install.packages -> contrib.url
Execution halted",Gemini,gemini-2.5-flash
s25,RDD,0.25,positive,0.254304,positive,canonical,0.254304,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,-0.6593,3.5926,0,,GPT-5,gpt-5
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rdrobust(y ~ running_var, data = data, c = 0.5, h = 0.3, kernel = ""gaussian"",  : 
  unused arguments (data = data, degree = 2, biasadj = TRUE)
Calls: suppressMessages -> withCallingHandlers
E",Kimi,moonshot-v1-128k
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.2188,0.1042,1,,Sonnet,claude-sonnet-4-20250514
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,1.0,3.0941,0,,GPT-4o,gpt-4o
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rd_main$coef[1, 2] : subscript out of bounds
Calls: suppressMessages -> withCallingHandlers
Execution halted",o3,o3
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.1976572,0.1908,1,,Opus,claude-opus-4-6
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rdplot(y = data$y, x = data$running_var, c = cutoff, title = ""RDD Plot: College Enrollment by Test Score"",  : 
  unused arguments (xlabel = ""Standardized Test Score"", ylabel = ""College Enroll",Gemini,gemini-2.5-flash
s26,RDD,0.25,positive,0.244251,positive,canonical,0.244251,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.5,1.0471,0,,GPT-5,gpt-5
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rddensityplot(data$running_var, data$treated, c = 0.5, h = 0.05) : 
  could not find function ""rddensityplot""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in matrix(NA, n_B, o_B + 1) : 
  invalid 'nrow' value (too large or NA)
Calls: suppressMessages ... withCallingHandlers -> rdrobust -> rdrobust_bw -> matrix
Execution halted",Sonnet,claude-sonnet-4-20250514
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in library(rdd) : there is no package called ‘rdd’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",GPT-4o,gpt-4o
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rd_main$Estimate[1, ""coef""] : subscript out of bounds
Calls: suppressMessages -> withCallingHandlers
Execution halted",o3,o3
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.1847,0.2943,1,,Opus,claude-opus-4-6
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rddensity(X = running_var, c = cutoff) : 
  could not find function ""rddensity""
Calls: suppressMessages -> withCallingHandlers
Execution halted",Gemini,gemini-2.5-flash
s27,RDD,0.25,positive,0.261718,positive,canonical,0.261718,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.1847,0.2943,1,,GPT-5,gpt-5
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,,,0,,Kimi,moonshot-v1-128k
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,1.0,5.178,0,,Sonnet,claude-sonnet-4-20250514
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,1.0,5.178,0,,GPT-4o,gpt-4o
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in r_main$Estimate[1, ""tau_BC""] : subscript out of bounds
Calls: suppressMessages -> withCallingHandlers
Execution halted",o3,o3
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,1,1,-0.2535,0.0591,1,,Opus,claude-opus-4-6
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,0,0,,,0,,Gemini,gemini-2.5-flash
s28,RDD,-0.25,negative,-0.23935,negative,canonical,-0.23935,negative,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in lm.wfit(x, y, w, offset = offset, singular.ok = singular.ok,  : 
  0 (non-NA) cases
Calls: suppressMessages ... withCallingHandlers -> local_linear_rd -> lm -> lm.wfit
Execution halted",GPT-5,gpt-5
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in loadNamespace(x) : there is no package called ‘rdd’
Calls: suppressMessages ... loadNamespace -> withRestarts -> withOneRestart -> doWithOneRestart
Execution halted",Kimi,moonshot-v1-128k
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in library(rdd) : there is no package called ‘rdd’
Calls: suppressMessages -> withCallingHandlers -> library
Execution halted",Sonnet,claude-sonnet-4-20250514
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.3442678,0.3497,1,,GPT-4o,gpt-4o
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.3443,0.3498,1,,o3,o3
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,0,0,,,0,,Opus,claude-opus-4-6
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,0,0,,,0,,Gemini,gemini-2.5-flash
s29,RDD,0.25,positive,0.255068,positive,canonical,0.255068,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.1,0.6079,0,,GPT-5,gpt-5
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rdrobust(data$running_var, data$treated, data$y, c = 0.75, h = 0.1,  : 
  unused arguments (degree = 1, bias = TRUE)
Calls: suppressMessages -> withCallingHandlers
Execution halted",Kimi,moonshot-v1-128k
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.2212,0.028,1,,Sonnet,claude-sonnet-4-20250514
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.31995,0.406,1,,GPT-4o,gpt-4o
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,,,0,,o3,o3
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in matrix(NA, n_B, o_B + 1) : 
  invalid 'nrow' value (too large or NA)
Calls: suppressMessages ... withCallingHandlers -> rdrobust -> rdrobust_bw -> matrix
Execution halted",Opus,claude-opus-4-6
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,0,,,0,"Error in rdrobust(y = Y, x = R, c = 0, fuzzy = D, instrument = W) : 
  unused argument (instrument = W)
Calls: suppressMessages -> withCallingHandlers
Execution halted",Gemini,gemini-2.5-flash
s30,RDD,0.25,positive,0.227563,positive,canonical,0.227563,positive,audit/dgp_verification.json,1,VERIFIED,1,1,1,0.1821,0.1998,1,,GPT-5,gpt-5
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.115008,1.4576,0,,Kimi,moonshot-v1-128k
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.251343,0.0,1,,Sonnet,claude-sonnet-4-20250514
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.2513435,0.0,1,,GPT-4o,gpt-4o
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(y ~ sunab(adopt_year, period_num) | unit_id...: 
All variables, 'period_num::-3:cohort::4', 'period_num::-2:cohort::4' and 5
others, are collinear with the fixed effects. Without doubt",o3,o3
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.2513,0.0002,1,,Opus,claude-opus-4-6
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in round(did_pvalue, 4) : 
  non-numeric argument to mathematical function
Calls: suppressMessages -> withCallingHandlers -> cat -> paste0
Execution halted",Gemini,gemini-2.5-flash
s31,DID,-0.3,negative,-0.251343,negative,canonical,-0.251343,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.4557,2.8131,0,,GPT-5,gpt-5
s32,DID,0.25,positive,0.311092,positive,canonical,0.311092,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.67621,1.1737,0,,Kimi,moonshot-v1-128k
s32,DID,0.25,positive,0.311092,positive,canonical,0.311092,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3111,0.0,1,,Sonnet,claude-sonnet-4-20250514
s32,DID,0.25,positive,0.311092,positive,canonical,0.311092,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.311092399999992,0.0,1,,GPT-4o,gpt-4o
s32,DID,0.25,positive,0.311092,positive,canonical,0.311092,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3111,0.0,1,,o3,o3
s32,DID,0.25,positive,0.311092,positive,canonical,0.311092,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3111,0.0,1,,Opus,claude-opus-4-6
s32,DID,0.25,positive,0.311092,positive,canonical,0.311092,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3110924,0.0,1,,Gemini,gemini-2.5-flash
s32,DID,0.25,positive,0.311092,positive,canonical,0.311092,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.3111,0.0,1,,GPT-5,gpt-5
s33,DID,-0.2,negative,-0.27914,negative,canonical,-0.27914,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.27914,0.0,1,,Kimi,moonshot-v1-128k
s33,DID,-0.2,negative,-0.27914,negative,canonical,-0.27914,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.27914,0.0,1,,Sonnet,claude-sonnet-4-20250514
s33,DID,-0.2,negative,-0.27914,negative,canonical,-0.27914,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.8695268,4.115,0,,GPT-4o,gpt-4o
s33,DID,-0.2,negative,-0.27914,negative,canonical,-0.27914,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error: in feols(y ~ sunab(treated, rel_year, ref = -1) | un...: 
Evaluation of the right-hand-side of the formula raises an error: 
  In sunab(treated, rel_year, ref = -1): argument 3 matches multiple",o3,o3
s33,DID,-0.2,negative,-0.27914,negative,canonical,-0.27914,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.129335,1.4633,0,,Opus,claude-opus-4-6
s33,DID,-0.2,negative,-0.27914,negative,canonical,-0.27914,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.533271,2.9104,0,,Gemini,gemini-2.5-flash
s33,DID,-0.2,negative,-0.27914,negative,canonical,-0.27914,negative,audit/dgp_verification.json,1,FLAGGED,1,1,1,-0.2791,0.0001,1,,GPT-5,gpt-5
s34,DID,0.18,positive,0.153932,positive,canonical,0.153932,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.564224,2.6654,0,,Kimi,moonshot-v1-128k
s34,DID,0.18,positive,0.153932,positive,canonical,0.153932,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.1539,0.0002,1,,Sonnet,claude-sonnet-4-20250514
s34,DID,0.18,positive,0.153932,positive,canonical,0.153932,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,1.0,5.4964,0,,GPT-4o,gpt-4o
s34,DID,0.18,positive,0.153932,positive,canonical,0.153932,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.153932,0.0,1,,o3,o3
s34,DID,0.18,positive,0.153932,positive,canonical,0.153932,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.1539,0.0002,1,,Opus,claude-opus-4-6
s34,DID,0.18,positive,0.153932,positive,canonical,0.153932,positive,audit/dgp_verification.json,1,FLAGGED,1,0,0,,,0,,Gemini,gemini-2.5-flash
s34,DID,0.18,positive,0.153932,positive,canonical,0.153932,positive,audit/dgp_verification.json,1,FLAGGED,1,1,1,0.1539,0.0002,1,,GPT-5,gpt-5
s35,DID,-0.35,negative,-0.290525,negative,canonical,-0.290525,negative,audit/dgp_verification.json,1,FLAGGED,1,1,0,,,0,"Error in x$terms : $ operator is invalid for atomic vectors
Calls: suppressMessages ... model.matrix.default -> terms -> terms.default -> %||% -> %||%
Execution halted",Kimi,moonshot-v1-128k
