paper_id,method,difficulty,model,gt_direction,S1_latter_half_pred,S1_latter_half_match,S2_section6_pred,S2_section6_match,S3_llm_judge_pred,S3_llm_judge_match,S4_structured_pred,S4_structured_match
paper_56,DID,medium,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_56,DID,medium,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_57,RDD,medium,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_57,RDD,medium,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_57,RDD,medium,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_57,RDD,medium,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_57,RDD,medium,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_57,RDD,medium,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_58,DID,easy,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_58,DID,easy,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_58,DID,easy,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_58,DID,easy,o3,positive,positive,1,positive,1,positive,1,positive,1
paper_58,DID,easy,Opus,positive,positive,1,positive,1,mixed,0,unstated,0
paper_58,DID,easy,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_59,DID,medium,Kimi,negative,positive,0,positive,0,negative,1,negative,1
paper_59,DID,medium,Sonnet,negative,negative,1,negative,1,negative,1,unstated,0
paper_59,DID,medium,GPT-4o,negative,positive,0,positive,0,negative,1,negative,1
paper_59,DID,medium,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_59,DID,medium,Opus,negative,positive,0,positive,0,negative,1,unstated,0
paper_59,DID,medium,Gemini,negative,negative,1,positive,0,negative,1,unstated,0
paper_60,DID,hard,Kimi,positive,,0,,0,,0,unstated,0
paper_60,DID,hard,Sonnet,positive,negative,0,negative,0,,0,negative,0
paper_60,DID,hard,GPT-4o,positive,,0,,0,,0,unstated,0
paper_60,DID,hard,o3,positive,negative,0,positive,1,positive,1,positive,1
paper_60,DID,hard,Opus,positive,positive,1,positive,1,,0,unstated,0
paper_60,DID,hard,Gemini,positive,negative,0,positive,1,positive,1,unstated,0
paper_61,DID,medium,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_61,DID,medium,Sonnet,negative,negative,1,negative,1,positive,0,positive,0
paper_61,DID,medium,GPT-4o,negative,negative,1,negative,1,mixed,0,mixed,0
paper_61,DID,medium,o3,negative,positive,0,positive,0,positive,0,unstated,0
paper_61,DID,medium,Opus,negative,negative,1,negative,1,positive,0,positive,0
paper_61,DID,medium,Gemini,negative,positive,0,positive,0,positive,0,unstated,0
paper_62,EVENT_STUDY,easy,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_62,EVENT_STUDY,easy,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_62,EVENT_STUDY,easy,GPT-4o,positive,positive,1,positive,1,positive,1,mixed,0
paper_62,EVENT_STUDY,easy,o3,positive,negative,0,positive,1,positive,1,unstated,0
paper_62,EVENT_STUDY,easy,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_62,EVENT_STUDY,easy,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_63,EVENT_STUDY,medium,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_63,EVENT_STUDY,medium,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_63,EVENT_STUDY,medium,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_63,EVENT_STUDY,medium,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_63,EVENT_STUDY,medium,Opus,positive,positive,1,positive,1,positive,1,positive,1
paper_63,EVENT_STUDY,medium,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_64,EVENT_STUDY,hard,Kimi,negative,positive,0,positive,0,positive,0,positive,0
paper_64,EVENT_STUDY,hard,Sonnet,negative,negative,1,negative,1,positive,0,unstated,0
paper_64,EVENT_STUDY,hard,GPT-4o,negative,positive,0,positive,0,positive,0,positive,0
paper_64,EVENT_STUDY,hard,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_64,EVENT_STUDY,hard,Opus,negative,negative,1,negative,1,positive,0,positive,0
paper_64,EVENT_STUDY,hard,Gemini,negative,negative,1,negative,1,mixed,0,unstated,0
paper_65,EVENT_STUDY,easy,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_65,EVENT_STUDY,easy,Sonnet,negative,positive,0,positive,0,negative,1,unstated,0
paper_65,EVENT_STUDY,easy,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_65,EVENT_STUDY,easy,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_65,EVENT_STUDY,easy,Opus,negative,negative,1,negative,1,positive,0,unstated,0
paper_65,EVENT_STUDY,easy,Gemini,negative,negative,1,negative,1,negative,1,unstated,0
paper_66,IV,medium,Kimi,positive,negative,0,negative,0,mixed,0,mixed,0
paper_66,IV,medium,Sonnet,positive,negative,0,negative,0,negative,0,negative,0
paper_66,IV,medium,GPT-4o,positive,positive,1,positive,1,negative,0,negative,0
paper_66,IV,medium,o3,positive,negative,0,negative,0,negative,0,unstated,0
paper_66,IV,medium,Opus,positive,positive,1,positive,1,,0,unstated,0
paper_66,IV,medium,Gemini,positive,negative,0,negative,0,positive,1,unstated,0
paper_67,IV,hard,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_67,IV,hard,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_67,IV,hard,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_67,IV,hard,o3,positive,positive,1,positive,1,positive,1,positive,1
paper_67,IV,hard,Opus,positive,positive,1,positive,1,positive,1,positive,1
paper_67,IV,hard,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_68,IV,medium,Kimi,positive,negative,0,positive,1,positive,1,positive,1
paper_68,IV,medium,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_68,IV,medium,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_68,IV,medium,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_68,IV,medium,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_68,IV,medium,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_69,RDD,easy,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_69,RDD,easy,Sonnet,negative,positive,0,positive,0,negative,1,unstated,0
paper_69,RDD,easy,GPT-4o,negative,,0,,0,negative,1,negative,1
paper_69,RDD,easy,o3,negative,negative,1,negative,1,negative,1,negative,1
paper_69,RDD,easy,Opus,negative,positive,0,positive,0,negative,1,negative,1
paper_69,RDD,easy,Gemini,negative,negative,1,positive,0,negative,1,unstated,0
paper_70,RDD,medium,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_70,RDD,medium,Sonnet,negative,positive,0,positive,0,negative,1,positive,0
paper_70,RDD,medium,GPT-4o,negative,positive,0,positive,0,mixed,0,positive,0
paper_70,RDD,medium,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_70,RDD,medium,Opus,negative,negative,1,positive,0,negative,1,unstated,0
paper_70,RDD,medium,Gemini,negative,positive,0,positive,0,negative,1,unstated,0
paper_71,RDD,hard,Kimi,negative,positive,0,negative,1,negative,1,negative,1
paper_71,RDD,hard,Sonnet,negative,positive,0,positive,0,negative,1,negative,1
paper_71,RDD,hard,GPT-4o,negative,positive,0,positive,0,negative,1,negative,1
paper_71,RDD,hard,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_71,RDD,hard,Opus,negative,positive,0,negative,1,positive,0,negative,1
paper_71,RDD,hard,Gemini,negative,positive,0,negative,1,negative,1,unstated,0
paper_72,DID,easy,Kimi,negative,positive,0,positive,0,mixed,0,mixed,0
paper_72,DID,easy,Sonnet,negative,positive,0,positive,0,negative,1,unstated,0
paper_72,DID,easy,GPT-4o,negative,positive,0,positive,0,mixed,0,mixed,0
paper_72,DID,easy,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_72,DID,easy,Opus,negative,negative,1,negative,1,negative,1,unstated,0
paper_72,DID,easy,Gemini,negative,negative,1,negative,1,negative,1,unstated,0
paper_73,DID,medium,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_73,DID,medium,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_73,DID,medium,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_73,DID,medium,o3,positive,negative,0,positive,1,positive,1,positive,1
paper_73,DID,medium,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_73,DID,medium,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_74,DID,hard,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_74,DID,hard,Sonnet,negative,positive,0,positive,0,negative,1,negative,1
paper_74,DID,hard,GPT-4o,negative,negative,1,negative,1,positive,0,positive,0
paper_74,DID,hard,o3,negative,negative,1,negative,1,positive,0,unstated,0
paper_74,DID,hard,Opus,negative,negative,1,positive,0,negative,1,negative,1
paper_74,DID,hard,Gemini,negative,negative,1,negative,1,negative,1,unstated,0
paper_75,DID,medium,Kimi,positive,negative,0,negative,0,negative,0,negative,0
paper_75,DID,medium,Sonnet,positive,positive,1,positive,1,negative,0,negative,0
paper_75,DID,medium,GPT-4o,positive,negative,0,negative,0,negative,0,positive,1
paper_75,DID,medium,o3,positive,negative,0,negative,0,negative,0,unstated,0
paper_75,DID,medium,Opus,positive,negative,0,negative,0,negative,0,unstated,0
paper_75,DID,medium,Gemini,positive,negative,0,negative,0,negative,0,unstated,0
paper_76,EVENT_STUDY,easy,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_76,EVENT_STUDY,easy,Sonnet,negative,negative,1,negative,1,negative,1,negative,1
paper_76,EVENT_STUDY,easy,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_76,EVENT_STUDY,easy,o3,negative,negative,1,negative,1,negative,1,negative,1
paper_76,EVENT_STUDY,easy,Opus,negative,negative,1,negative,1,negative,1,negative,1
paper_76,EVENT_STUDY,easy,Gemini,negative,negative,1,negative,1,negative,1,negative,1
paper_77,EVENT_STUDY,medium,Kimi,negative,,0,negative,1,negative,1,negative,1
paper_77,EVENT_STUDY,medium,Sonnet,negative,negative,1,negative,1,negative,1,negative,1
paper_77,EVENT_STUDY,medium,GPT-4o,negative,negative,1,negative,1,negative,1,mixed,0
paper_77,EVENT_STUDY,medium,o3,negative,negative,1,negative,1,negative,1,negative,1
paper_77,EVENT_STUDY,medium,Opus,negative,negative,1,negative,1,negative,1,unstated,0
paper_77,EVENT_STUDY,medium,Gemini,negative,negative,1,negative,1,negative,1,unstated,0
paper_78,EVENT_STUDY,hard,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_78,EVENT_STUDY,hard,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_78,EVENT_STUDY,hard,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_78,EVENT_STUDY,hard,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_78,EVENT_STUDY,hard,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_78,EVENT_STUDY,hard,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_79,IV,easy,Kimi,positive,negative,0,negative,0,negative,0,negative,0
paper_79,IV,easy,Sonnet,positive,negative,0,negative,0,negative,0,negative,0
paper_79,IV,easy,GPT-4o,positive,negative,0,negative,0,negative,0,negative,0
paper_79,IV,easy,o3,positive,negative,0,negative,0,negative,0,unstated,0
paper_79,IV,easy,Opus,positive,negative,0,negative,0,negative,0,unstated,0
paper_79,IV,easy,Gemini,positive,negative,0,negative,0,negative,0,unstated,0
paper_80,IV,medium,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_80,IV,medium,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_80,IV,medium,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_80,IV,medium,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_80,IV,medium,Opus,positive,positive,1,positive,1,positive,1,positive,1
paper_80,IV,medium,Gemini,positive,positive,1,positive,1,positive,1,positive,1
paper_81,IV,hard,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_81,IV,hard,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_81,IV,hard,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_81,IV,hard,o3,positive,positive,1,positive,1,positive,1,positive,1
paper_81,IV,hard,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_81,IV,hard,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_82,IV,medium,Kimi,negative,positive,0,positive,0,positive,0,positive,0
paper_82,IV,medium,Sonnet,negative,positive,0,positive,0,positive,0,positive,0
paper_82,IV,medium,GPT-4o,negative,positive,0,positive,0,positive,0,positive,0
paper_82,IV,medium,o3,negative,negative,1,positive,0,positive,0,positive,0
paper_82,IV,medium,Opus,negative,positive,0,positive,0,positive,0,unstated,0
paper_82,IV,medium,Gemini,negative,negative,1,negative,1,positive,0,unstated,0
paper_83,RDD,easy,Kimi,null,positive,0,positive,0,negative,0,mixed,0
paper_83,RDD,easy,Sonnet,null,positive,0,positive,0,negative,0,mixed,0
paper_83,RDD,easy,GPT-4o,null,positive,0,positive,0,positive,0,mixed,0
paper_83,RDD,easy,o3,null,positive,0,positive,0,negative,0,unstated,0
paper_83,RDD,easy,Opus,null,negative,0,positive,0,mixed,0,unstated,0
paper_83,RDD,easy,Gemini,null,positive,0,positive,0,negative,0,unstated,0
paper_84,RDD,medium,Kimi,positive,positive,1,positive,1,positive,1,mixed,0
paper_84,RDD,medium,Sonnet,positive,positive,1,positive,1,negative,0,positive,1
paper_84,RDD,medium,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_84,RDD,medium,o3,positive,negative,0,negative,0,negative,0,unstated,0
paper_84,RDD,medium,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_84,RDD,medium,Gemini,positive,positive,1,positive,1,negative,0,unstated,0
paper_85,RDD,hard,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_85,RDD,hard,Sonnet,negative,negative,1,negative,1,negative,1,negative,1
paper_85,RDD,hard,GPT-4o,negative,negative,1,negative,1,negative,1,mixed,0
paper_85,RDD,hard,o3,negative,positive,0,positive,0,negative,1,mixed,0
paper_85,RDD,hard,Opus,negative,negative,1,negative,1,negative,1,unstated,0
paper_85,RDD,hard,Gemini,negative,negative,1,negative,1,negative,1,unstated,0
paper_86,RDD,easy,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_86,RDD,easy,Sonnet,positive,positive,1,positive,1,positive,1,mixed,0
paper_86,RDD,easy,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_86,RDD,easy,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_86,RDD,easy,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_86,RDD,easy,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_87,DID,easy,Kimi,positive,positive,1,positive,1,mixed,0,mixed,0
paper_87,DID,easy,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_87,DID,easy,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_87,DID,easy,o3,positive,negative,0,positive,1,positive,1,unstated,0
paper_87,DID,easy,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_87,DID,easy,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_88,DID,medium,Kimi,positive,positive,1,positive,1,negative,0,positive,1
paper_88,DID,medium,Sonnet,positive,negative,0,negative,0,negative,0,negative,0
paper_88,DID,medium,GPT-4o,positive,negative,0,negative,0,negative,0,negative,0
paper_88,DID,medium,o3,positive,negative,0,negative,0,negative,0,unstated,0
paper_88,DID,medium,Opus,positive,negative,0,negative,0,positive,1,unstated,0
paper_88,DID,medium,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_89,DID,hard,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_89,DID,hard,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_89,DID,hard,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_89,DID,hard,o3,positive,,0,,0,positive,1,unstated,0
paper_89,DID,hard,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_89,DID,hard,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_90,EVENT_STUDY,easy,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_90,EVENT_STUDY,easy,Sonnet,negative,negative,1,negative,1,negative,1,unstated,0
paper_90,EVENT_STUDY,easy,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_90,EVENT_STUDY,easy,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_90,EVENT_STUDY,easy,Opus,negative,negative,1,negative,1,negative,1,unstated,0
paper_90,EVENT_STUDY,easy,Gemini,negative,negative,1,negative,1,,0,unstated,0
paper_91,EVENT_STUDY,medium,Kimi,negative,,0,,0,negative,1,negative,1
paper_91,EVENT_STUDY,medium,Sonnet,negative,negative,1,negative,1,negative,1,unstated,0
paper_91,EVENT_STUDY,medium,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_91,EVENT_STUDY,medium,o3,negative,negative,1,negative,1,negative,1,negative,1
paper_91,EVENT_STUDY,medium,Opus,negative,negative,1,negative,1,negative,1,negative,1
paper_91,EVENT_STUDY,medium,Gemini,negative,negative,1,negative,1,negative,1,unstated,0
paper_92,IV,easy,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_92,IV,easy,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_92,IV,easy,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_92,IV,easy,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_92,IV,easy,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_92,IV,easy,Gemini,positive,positive,1,positive,1,positive,1,positive,1
paper_93,IV,medium,Kimi,negative,negative,1,negative,1,negative,1,negative,1
paper_93,IV,medium,Sonnet,negative,negative,1,negative,1,negative,1,unstated,0
paper_93,IV,medium,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_93,IV,medium,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_93,IV,medium,Opus,negative,negative,1,negative,1,negative,1,unstated,0
paper_93,IV,medium,Gemini,negative,negative,1,negative,1,negative,1,unstated,0
paper_94,IV,hard,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_94,IV,hard,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_94,IV,hard,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_94,IV,hard,o3,positive,positive,1,positive,1,positive,1,positive,1
paper_94,IV,hard,Opus,positive,positive,1,positive,1,positive,1,positive,1
paper_94,IV,hard,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_95,RDD,easy,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_95,RDD,easy,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_95,RDD,easy,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_95,RDD,easy,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_95,RDD,easy,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_95,RDD,easy,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_96,RDD,medium,Kimi,negative,positive,0,positive,0,positive,0,positive,0
paper_96,RDD,medium,Sonnet,negative,positive,0,positive,0,mixed,0,unstated,0
paper_96,RDD,medium,GPT-4o,negative,positive,0,positive,0,positive,0,positive,0
paper_96,RDD,medium,o3,negative,positive,0,positive,0,positive,0,positive,0
paper_96,RDD,medium,Opus,negative,positive,0,positive,0,positive,0,unstated,0
paper_96,RDD,medium,Gemini,negative,positive,0,positive,0,positive,0,unstated,0
paper_97,RDD,hard,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_97,RDD,hard,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_97,RDD,hard,GPT-4o,positive,negative,0,negative,0,positive,1,positive,1
paper_97,RDD,hard,o3,positive,negative,0,positive,1,positive,1,unstated,0
paper_97,RDD,hard,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_97,RDD,hard,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_98,DID,easy,Kimi,negative,positive,0,positive,0,mixed,0,mixed,0
paper_98,DID,easy,Sonnet,negative,positive,0,positive,0,negative,1,negative,1
paper_98,DID,easy,GPT-4o,negative,positive,0,positive,0,mixed,0,mixed,0
paper_98,DID,easy,o3,negative,,0,,0,negative,1,unstated,0
paper_98,DID,easy,Opus,negative,negative,1,negative,1,negative,1,unstated,0
paper_98,DID,easy,Gemini,negative,negative,1,negative,1,negative,1,unstated,0
paper_99,DID,medium,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_99,DID,medium,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_99,DID,medium,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_99,DID,medium,o3,positive,negative,0,negative,0,positive,1,positive,1
paper_99,DID,medium,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_99,DID,medium,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_100,DID,hard,Kimi,negative,negative,1,negative,1,positive,0,mixed,0
paper_100,DID,hard,Sonnet,negative,negative,1,negative,1,negative,1,unstated,0
paper_100,DID,hard,GPT-4o,negative,,0,,0,mixed,0,mixed,0
paper_100,DID,hard,o3,negative,negative,1,positive,0,positive,0,positive,0
paper_100,DID,hard,Opus,negative,positive,0,positive,0,positive,0,unstated,0
paper_100,DID,hard,Gemini,negative,negative,1,negative,1,,0,unstated,0
paper_101,EVENT_STUDY,easy,Kimi,negative,positive,0,positive,0,positive,0,positive,0
paper_101,EVENT_STUDY,easy,Sonnet,negative,positive,0,positive,0,positive,0,unstated,0
paper_101,EVENT_STUDY,easy,GPT-4o,negative,positive,0,positive,0,positive,0,positive,0
paper_101,EVENT_STUDY,easy,o3,negative,positive,0,positive,0,positive,0,mixed,0
paper_101,EVENT_STUDY,easy,Opus,negative,positive,0,positive,0,positive,0,unstated,0
paper_101,EVENT_STUDY,easy,Gemini,negative,positive,0,positive,0,positive,0,unstated,0
paper_102,EVENT_STUDY,medium,Kimi,negative,positive,0,positive,0,mixed,0,mixed,0
paper_102,EVENT_STUDY,medium,Sonnet,negative,negative,1,negative,1,negative,1,negative,1
paper_102,EVENT_STUDY,medium,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_102,EVENT_STUDY,medium,o3,negative,positive,0,positive,0,positive,0,unstated,0
paper_102,EVENT_STUDY,medium,Opus,negative,positive,0,negative,1,negative,1,unstated,0
paper_102,EVENT_STUDY,medium,Gemini,negative,positive,0,positive,0,negative,1,unstated,0
paper_103,IV,easy,Kimi,positive,negative,0,negative,0,negative,0,negative,0
paper_103,IV,easy,Sonnet,positive,positive,1,positive,1,negative,0,unstated,0
paper_103,IV,easy,GPT-4o,positive,positive,1,,0,negative,0,positive,1
paper_103,IV,easy,o3,positive,positive,1,positive,1,negative,0,unstated,0
paper_103,IV,easy,Opus,positive,positive,1,positive,1,negative,0,unstated,0
paper_103,IV,easy,Gemini,positive,positive,1,positive,1,negative,0,unstated,0
paper_104,IV,medium,Kimi,negative,positive,0,positive,0,positive,0,positive,0
paper_104,IV,medium,Sonnet,negative,positive,0,positive,0,negative,1,positive,0
paper_104,IV,medium,GPT-4o,negative,positive,0,positive,0,positive,0,positive,0
paper_104,IV,medium,o3,negative,positive,0,positive,0,positive,0,unstated,0
paper_104,IV,medium,Opus,negative,positive,0,positive,0,positive,0,unstated,0
paper_104,IV,medium,Gemini,negative,positive,0,positive,0,positive,0,unstated,0
paper_105,IV,hard,Kimi,positive,negative,0,negative,0,negative,0,positive,1
paper_105,IV,hard,Sonnet,positive,negative,0,positive,1,negative,0,unstated,0
paper_105,IV,hard,GPT-4o,positive,negative,0,negative,0,negative,0,negative,0
paper_105,IV,hard,o3,positive,negative,0,negative,0,negative,0,negative,0
paper_105,IV,hard,Opus,positive,positive,1,positive,1,negative,0,unstated,0
paper_105,IV,hard,Gemini,positive,positive,1,positive,1,negative,0,unstated,0
paper_106,RDD,easy,Kimi,negative,positive,0,positive,0,negative,1,negative,1
paper_106,RDD,easy,Sonnet,negative,positive,0,positive,0,negative,1,mixed,0
paper_106,RDD,easy,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_106,RDD,easy,o3,negative,negative,1,negative,1,negative,1,unstated,0
paper_106,RDD,easy,Opus,negative,positive,0,positive,0,negative,1,unstated,0
paper_106,RDD,easy,Gemini,negative,positive,0,positive,0,negative,1,unstated,0
paper_107,RDD,medium,Kimi,negative,positive,0,positive,0,negative,1,positive,0
paper_107,RDD,medium,Sonnet,negative,negative,1,negative,1,negative,1,negative,1
paper_107,RDD,medium,GPT-4o,negative,negative,1,negative,1,negative,1,negative,1
paper_107,RDD,medium,o3,negative,negative,1,negative,1,negative,1,positive,0
paper_107,RDD,medium,Opus,negative,negative,1,negative,1,negative,1,unstated,0
paper_107,RDD,medium,Gemini,negative,positive,0,negative,1,negative,1,unstated,0
paper_108,RDD,hard,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_108,RDD,hard,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_108,RDD,hard,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_108,RDD,hard,o3,positive,positive,1,positive,1,positive,1,unstated,0
paper_108,RDD,hard,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_108,RDD,hard,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_109,DID,easy,Kimi,negative,positive,0,positive,0,positive,0,mixed,0
paper_109,DID,easy,Sonnet,negative,positive,0,positive,0,positive,0,unstated,0
paper_109,DID,easy,GPT-4o,negative,positive,0,positive,0,positive,0,mixed,0
paper_109,DID,easy,o3,negative,positive,0,positive,0,positive,0,unstated,0
paper_109,DID,easy,Opus,negative,positive,0,positive,0,positive,0,positive,0
paper_109,DID,easy,Gemini,negative,positive,0,positive,0,positive,0,unstated,0
paper_110,DID,medium,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_110,DID,medium,Sonnet,positive,positive,1,positive,1,positive,1,positive,1
paper_110,DID,medium,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_110,DID,medium,o3,positive,negative,0,positive,1,positive,1,positive,1
paper_110,DID,medium,Opus,positive,positive,1,positive,1,positive,1,unstated,0
paper_110,DID,medium,Gemini,positive,positive,1,positive,1,positive,1,unstated,0
paper_111,DID,hard,Kimi,negative,positive,0,positive,0,positive,0,positive,0
paper_111,DID,hard,Sonnet,negative,positive,0,positive,0,positive,0,positive,0
paper_111,DID,hard,GPT-4o,negative,positive,0,positive,0,positive,0,positive,0
paper_111,DID,hard,o3,negative,positive,0,positive,0,positive,0,unstated,0
paper_111,DID,hard,Opus,negative,positive,0,positive,0,positive,0,unstated,0
paper_111,DID,hard,Gemini,negative,positive,0,positive,0,positive,0,unstated,0
paper_112,EVENT_STUDY,medium,Kimi,positive,positive,1,positive,1,positive,1,positive,1
paper_112,EVENT_STUDY,medium,Sonnet,positive,positive,1,positive,1,positive,1,unstated,0
paper_112,EVENT_STUDY,medium,GPT-4o,positive,positive,1,positive,1,positive,1,positive,1
paper_112,EVENT_STUDY,medium,o3,positive,positive,1,positive,1,positive,1,positive,1
paper_112,EVENT_STUDY,medium,Opus,positive,positive,1,positive,1,positive,1,positive,1
